time,Tank2OutFlow,Tank2.puddle,Tank3OutFlow,Tank2.level,wt3_valve
887.7,0.499207045,47.18373254,0.50293437,0.358872639,1
887.75,0.499004756,47.18481804,0.502737905,0.35873245,1
887.8,0.500299959,47.18644544,0.502437705,0.35851824,1
887.85,0.5010293,47.18752987,0.502315445,0.358431001,1
887.9,0.500284705,47.18915611,0.502208589,0.358354752,1
887.95,0.499207045,47.19024003,0.502106997,0.358282261,1
888,0.499269165,47.19186531,0.501877751,0.358118681,1
888.05,0.500299959,47.1929484,0.50173527,0.358017012,1
888.1,0.500995244,47.19457255,0.501615089,0.357931256,1
888.15,0.500284705,47.19565512,0.501578227,0.357904953,1
888.2,0.4989707,47.19727872,0.501476959,0.357832693,1
888.25,0.499269165,47.19836083,0.501346134,0.357739342,1
888.3,0.500792955,47.19998346,0.50117735,0.357618904,1
888.35,0.500995244,47.20106497,0.501149665,0.357599149,1
888.4,0.499700041,47.20268713,0.501136342,0.357589643,1
888.45,0.4989707,47.20376845,0.501063763,0.357537853,1
888.5,0.499715295,47.20539,0.500898095,0.357419639,1
888.55,0.500792955,47.20647074,0.500830326,0.357371282,1
888.6,0.500730835,47.20809168,0.500822684,0.357365829,1
888.65,0.499700041,47.20917227,0.500817951,0.357362452,1
888.7,0.499004756,47.21079297,0.500732221,0.357301279,1
888.75,0.499715295,47.21187321,0.50064112,0.357236273,1
888.8,0.5010293,47.21349324,0.500563403,0.357180817,1
888.85,0.500730835,47.21457317,0.500582997,0.357194799,1
888.9,0.499207045,47.21619307,0.500596202,0.357204222,1
888.95,0.499004756,47.21727293,0.500527202,0.357154986,1
889,0.500299959,47.21889234,0.50040529,0.357067995,1
889.05,0.5010293,47.21997177,0.500393827,0.357059815,1
889.1,0.500284705,47.22159093,0.500441944,0.35709415,1
889.15,0.499207045,47.22267039,0.500436661,0.35709038,1
889.2,0.499269165,47.22428938,0.500342124,0.357022922,1
889.25,0.500299959,47.2253685,0.500283357,0.356980989,1
889.3,0.500995244,47.22698703,0.500280269,0.356978785,1
889.35,0.500284705,47.22806606,0.500316175,0.357004406,1
889.4,0.4989707,47.22968462,0.500316688,0.357004772,1
889.45,0.499269165,47.23076356,0.500249116,0.356956555,1
889.5,0.500792955,47.23238168,0.500168803,0.356899248,1
889.55,0.500995244,47.23346033,0.500196098,0.356918725,1
889.6,0.499700041,47.23507842,0.500259679,0.356964093,1
889.65,0.4989707,47.23615716,0.500234891,0.356946405,1
889.7,0.499715295,47.23777502,0.500136069,0.35687589,1
889.75,0.500792955,47.23885342,0.500109842,0.356857176,1
889.8,0.500730835,47.24047102,0.500160305,0.356893184,1
889.85,0.499700041,47.24154948,0.500191682,0.356915573,1
889.9,0.499004756,47.24316712,0.500156459,0.35689044,1
889.95,0.499715295,47.24424542,0.500096745,0.35684783,1
890,0.5010293,47.24586265,0.500062931,0.356823702,1
890.05,0.500730835,47.24694079,0.500109809,0.356857152,1
890.1,0.499207045,47.24855812,0.500161175,0.356893805,1
890.15,0.499004756,47.24963632,0.500115891,0.356861492,1
890.2,0.500299959,47.25125335,0.500027149,0.35679817,1
890.25,0.5010293,47.25233124,0.500036301,0.3568047,1
890.3,0.500284705,47.25394819,0.500113251,0.356859609,1
890.35,0.499207045,47.25502622,0.500125887,0.356868625,1
890.4,0.499269165,47.25664313,0.500056413,0.356819051,1
890.45,0.500299959,47.25772092,0.500013222,0.356788232,1
